Original Address,Best Match,Score
"avenida calle jose selgas, Region de Murcia, Espana",Calle Jose Selgas,90
" carreteraalbujon, Region de Murcia, Espana",Circunvalacion de Murcia,86
" plaza san nicolas   bj, Region de Murcia, Espana",Plaza San Nicolas,90
"calle san juan, Region de Murcia, Espana",Calle San Juan,90
"calle muneca, Region de Murcia, Espana",Calle,90
"calle datil, Region de Murcia, Espana",Calle,90
" puerto del escudo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" paraje los ruices, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carreterael albujon cabo de palos km, Unnamed: 0                                          2020
type_of_street                                       NaN
addresses         carreterael albujon cabo de palos km 8
neighborhood                                  el albujon
province                                      valladolid
street_name         carreterael albujon cabo de palos km
house_number                                           8
floor_number                                         NaN
Name: 2019, dtype: object, Espana",Via de acceso subterranea a plataforma da estacion de tren Vigo-Urzaiz,86
"calle fase  urbanizacion ribera beach nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pol.ind. la palmarondo, Region de Murcia, Espana",La Palma,90
" poligonoparc. mg . entremares, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida azulgran via de la manga ndizq, Region de Murcia, Espana",Gran Via,90
" parcela  manganeso, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacitorremares ndc, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle futbol a, Region de Murcia, Espana",Calle,90
"calle el reposo, Region de Murcia, Espana",Calle E,90
"calle iglesia, Region de Murcia, Espana",Calle Iglesia,90
"calle la vina, Region de Murcia, Espana",Calle,90
" las matildes, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle united golf la terciageronimo  d, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle resorft golf la terciaavenida sierra de los villare ndb, Region de Murcia, Espana",Avenida Sierra de los Villares,87
"calle com. villa cristal, Region de Murcia, Espana",Calle C,90
" urbanizacion villa morenaapt., Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle paris, Region de Murcia, Espana",Calle,90
" parajelo tahonero, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacisant yago nilo esc   piso  nd d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pasaje bajo, Region de Murcia, Espana",pasaje,90
" traveria mio cid bajoa, Region de Murcia, Espana",Circunvalacion de Murcia,86
" apt urbanizacion taray, Region de Murcia, Espana",Circunvalacion de Murcia,86
" poligono industrialcirconio - cloro, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle los collados de geronimo ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle ronda golf, Region de Murcia, Espana",Calle Ronda,90
"calle cuatro amigos ndb, Region de Murcia, Espana",Calle C,90
"calle verona, Region de Murcia, Espana",Calle,90
" urbanizacion los aliseos, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida playa hondae nd, Region de Murcia, Espana",Avenida Playa Honda,90
"avenida calle apartmentos la serena golfcalle infanta cristina bajoc, Region de Murcia, Espana",Calle Infanta Cristina,90
" casacasas coloradas, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle dolores, Region de Murcia, Espana",Calle Dolores,90
"calle diana, Region de Murcia, Espana",Calle Diana,90
"avenida calle pintor sorolla, Region de Murcia, Espana",Calle Pintor Sorolla,90
" urbanizacitorre snipe, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle vasco nunez de balboa, Region de Murcia, Espana",Calle Vasco Nunez de Balboa,90
" casacjon horno, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pj.lo trivino s/n cr la palma-s.ana, Region de Murcia, Espana",La Palma,90
"calle ruleta, Region de Murcia, Espana",Calle,90
"calle rodrigo de caro, Region de Murcia, Espana",Calle Rodrigo,90
"calle cava baja, Region de Murcia, Espana",Calle Cava Baja,90
" plaza del taibilla, Region de Murcia, Espana",Plaza de,90
"avenida fuente, Region de Murcia, Espana",Avenida F,90
"calle los osetes, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle los perez de abajo, Region de Murcia, Espana",Calle Los Perez,90
"calle juan de grijalba, Region de Murcia, Espana",Calle J,90
"calle gran via s/n  km, Region de Murcia, Espana",Calle Gran Via,90
"calle avenida. marfagones, Region de Murcia, Espana",Calle Avenida,90
"calle autovia la manga, Region de Murcia, Espana",Calle A,90
" carretera la palma a pozo estrecho km, Region de Murcia, Espana",La Palma,90
" carretera de los alcazares km., Region de Murcia, Espana",Circunvalacion de Murcia,86
" gps: ., Unnamed: 0                                                     2084
type_of_street                                                  NaN
addresses         gps:37.648297,-0.984546 carretera. la palma, k...
neighborhood                                              cartagena
province                                                   alicante
street_name                                                  gps: .
house_number                                              37 648297
floor_number                                                    NaN
Name: 2083, dtype: object, Espana",Camino Natural Via Verde de Villacanas a Quintanar de la Orden o del Trenillo,86
"calle rubi  ndd, Region de Murcia, Espana",Calle Rubi,90
"calle finca la flora, Region de Murcia, Espana",Calle F,90
" lugar loma de arriba, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle los ortegas s/n, Region de Murcia, Espana",Calle Los Ortegas,90
"calle cuartel de artilleria, Region de Murcia, Espana",Calle Cuartel de Artilleria,90
"calle los salazares n, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle perna nnd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle avenida colon, Region de Murcia, Espana",Calle Avenida,90
" parcela oo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle porche nnd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle paraje mina blanca, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle cardenal cisneros, Region de Murcia, Espana",Calle Cardenal Cisneros,90
"calle monaco nnd, Region de Murcia, Espana",Calle Monaco,90
"calle espartero, Region de Murcia, Espana",Calle Espartero,90
"calle casas del pino, Region de Murcia, Espana",Calle C,90
"calle calle la oca, Region de Murcia, Espana",Calle C,90
"calle rio gallego, Region de Murcia, Espana",Calle Rio Gallego,90
"calle lugar el torero, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida san javier, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle torre del oro, Region de Murcia, Espana",Calle Torre,90
" carretera. cartagena-madrid (pinada), Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle los ortegas, Region de Murcia, Espana",Calle Los Ortegas,90
"calle edif. reina   \c, Region de Murcia, Espana",Calle E,90
" paraje los segados, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle del peral, Region de Murcia, Espana",Calle del Peral,90
"calle amadeo vives, Region de Murcia, Espana",Calle A,90
"calle sofocles nnd, Region de Murcia, Espana",Calle S,90
" plza de las flores   pbj, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle com. pleamar ii   ndc, Region de Murcia, Espana",Calle C,90
"calle hacienda la puebla calle el abrazo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle andorra, Region de Murcia, Espana",Calle A,90
"calle costa manga iii, Region de Murcia, Espana",Calle C,90
"calle com.manga sur i, Region de Murcia, Espana",Calle C,90
"calle hernan cortes, Unnamed: 0                                2134
type_of_street                           calle
addresses         hernan cortes 4, portal 4 2a
neighborhood                           corvera
province                                madrid
street_name                      hernan cortes
house_number                                 4
floor_number                               NaN
Name: 2133, dtype: object, Espana",Paseo Central de la Avenida de la Capital de Espana Madrid,86
"calle com.esmeralda  bq   portal    nda, Unnamed: 0                                      2135
type_of_street                                 calle
addresses         com.esmeralda  bq2  portal3  11nda
neighborhood                  la manga del mar menor
province                                      madrid
street_name        com.esmeralda  bq   portal    nda
house_number                                  2 3 11
floor_number                                    11nd
Name: 2134, dtype: object, Espana",Camino Natural Via Verde de Villacanas a Quintanar de la Orden o del Trenillo,86
"calle sierra madre, Region de Murcia, Espana",Calle Sierra,90
"calle san isidoro   duplex, Region de Murcia, Espana",Calle San Isidoro,90
"calle urbanizacion costa manga, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle rio segura, Region de Murcia, Espana",Calle Rio Segura,90
"calle lgar avileses nnd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion finca, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle cisne nnd   bajo, Region de Murcia, Espana",Calle Cisne,90
"calle villa martin, Region de Murcia, Espana",Calle Villa,90
" com.puerto mar fase  edif    piso   apto, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle urbanizacion zambra iii km   bajo porteria, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle san benito nnd, Region de Murcia, Espana",Calle San Benito,90
"calle la barraca, Region de Murcia, Espana",Circunvalacion de Murcia,86
