Unnamed: 0,type_of_street,addresses,neighborhood,province,street_number,floor,street_name,floor_number,street_name2,prov,full,FORMATED_ADDRESS,TYPE_STREET,STREET_NAME,STREET_NUMBER,LOCALITY,PROVINCE,REGION,COUNTRY,POSTAL_CODE,NEIGHBOURHOOD,LAT,LONG,OBSERVATIONS
4435,calle,angel ferrant 14,la palma,murcia,14,,angel ferrant,,angel ferrant,Region de Murcia,"calle angel ferrant, 14, Region de Murcia, España","Calle Ángel Ferrant, 14, La Palma, Región de Murcia, España",Calle,Ángel Ferrant,14,La Palma,Murcia,Región de Murcia,Spain,30593,,37.685436,-0.9638867,
4436,calle,cuatro vientos 14,la puebla,murcia,14,,cuatro vientos,,cuatro vientos,Region de Murcia,"calle cuatro vientos, 14, Region de Murcia, España","Calle Cuatro Vientos, 14, Murcia, Región de Murcia, España",Calle,Cuatro Vientos,14,Murcia,Murcia,Región de Murcia,Spain,30152,,37.9535096,-1.1494626,
4437,calle,cabrera  19 bajoizq,cartagena,murcia,19,bajoizq,cabrera    bajoizq,,cabrera,Region de Murcia,"calle cabrera, 19, Region de Murcia, España","Calle Cabrera, 19, Cartagena, Región de Murcia, España",Calle,Cabrera,19,Cartagena,Murcia,Región de Murcia,Spain,30203,,37.6139785,-0.9782993999999999,bajoizq
4438,calle,canalejas 9,la palma,murcia,9,,canalejas,,canalejas,Region de Murcia,"calle canalejas, 9, Region de Murcia, España","Calle Canalejas, 9, La Palma, Región de Murcia, España",Calle,Canalejas,9,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6881414,-0.9642902,
4439,calle,"san pedro,  01  bajo",san anton,murcia,1,bajo,san pedro,,san pedro,Region de Murcia,"calle san pedro, 1, Region de Murcia, España","Calle San Pedro, 1, Murcia, Región de Murcia, España",Calle,San Pedro,1,Murcia,Murcia,Región de Murcia,Spain,30004,,37.9843032,-1.1335867,bajo
4440,,platon 2,el albujon,murcia,2,,platon,,platon,Region de Murcia," platon, 2, Region de Murcia, España","Calle Platón, 2, El Albujón, Región de Murcia, España",Calle,Platón,2,El Albujón,Murcia,Región de Murcia,Spain,30330,,37.7175454,-1.04691,
4441,calle,san martin de porres 41,vista alegre,murcia,41,,san martin de porres,,san martin de porres,Region de Murcia,"calle san martin de porres, 41, Region de Murcia, España","Calle San Martín de Porres, 41, San Javier, Región de Murcia, España",Calle,San Martín de Porres,41,San Javier,Murcia,Región de Murcia,Spain,30720,,37.8013038,-0.8042779,
4442,calle,miguel cervantes  2,vista alegre,murcia,2,,miguel cervantes,,miguel cervantes,Region de Murcia,"calle miguel cervantes, 2, Region de Murcia, España","Calle Miguel Cervantes, 2, Murcia, Región de Murcia, España",Calle,Miguel Cervantes,2,Murcia,Murcia,Región de Murcia,Spain,30012,,37.9659291,-1.1186514,
4443,,(cerca del consultorio medico)carretera de la union  46,la aparecida,murcia,46,,(cerca del consultorio medico)carretera de la union,,carretera de la union,Region de Murcia," carretera de la union, 46, Region de Murcia, España","Avenida de la Unión, 46, San Javier, Región de Murcia, España",Avenida,de la Unión,46,San Javier,Murcia,Región de Murcia,Spain,30730,,37.8018586,-0.8382925999999999,
4444,calle,rodrigo de caro 29,barriada santiago,murcia,29,,rodrigo de caro,,rodrigo de caro,Region de Murcia,"calle rodrigo de caro, 29, Region de Murcia, España","Calle Rodrigo de Caro, 29, Cartagena, Región de Murcia, España",Calle,Rodrigo de Caro,29,Cartagena,Murcia,Región de Murcia,Spain,30319,,37.6786555,-1.0217864,
4445,,santa ana 37,vista alegre,murcia,37,,santa ana,,santa ana,Region de Murcia," santa ana, 37, Region de Murcia, España","Calle Santa Ana, 37, Cehegín, Región de Murcia, España",Calle,Santa Ana,37,Cehegín,Murcia,Región de Murcia,Spain,30430,,38.0883367,-1.7983405,
4446,,camino el rancho  9  planta baja,el albujon,murcia,9,planta baja,camino el rancho     planta baja,,camino el rancho,Region de Murcia," camino el rancho, 9, Region de Murcia, España","El Rancho de l'abuela Maria, Calle Parrilla, Lorca, Región de Murcia, España",Calle,Parrilla,39,Lorca,Murcia,Región de Murcia,Spain,30817,,37.6997373,-1.7700109,planta baja
4447,calle,alvarez  15,el albujon,murcia,15,,alvarez,,alvarez,Region de Murcia,"calle alvarez, 15, Region de Murcia, España","Calle Álvarez Alonso, 15, Cartagena, Spain",Calle,Álvarez Alonso,15,Cartagena,Murcia,Región de Murcia,Spain,30310,,37.6470957,-1.0056174,
4448,calle,granizo 14,los camachos,murcia,14,,granizo,,granizo,Region de Murcia,"calle granizo, 14, Region de Murcia, España","Calle Granizo, 14, Cartagena, Región de Murcia, España",Calle,Granizo,14,Cartagena,Murcia,Región de Murcia,Spain,30369,,37.6457136,-0.9185245999999999,
4449,,la manga beach club 413 e,cartagena,murcia,413,e,la manga beach club   e,,la manga beach club,Region de Murcia," la manga beach club, 413, Region de Murcia, España","La Manga Beach Club, Calle Sierra del Almirez, San Javier, Región de Murcia, España",Calle,Sierra del Almirez,7,San Javier,Murcia,Región de Murcia,Spain,,,37.7713625,-0.7496551,e
4450,avenida,calle zeus 1117,los alcazares,murcia,11,,calle zeus,,calle zeus,Region de Murcia,"avenida calle zeus, 11, Region de Murcia, España","Calle Zeus, 11, Fortuna, Región de Murcia, España",Calle,Zeus,11,Fortuna,Murcia,Región de Murcia,Spain,30626,,38.2013809,-1.1244155,
4451,avenida,baliza 69,los narejos,murcia,69,,baliza,,baliza,Region de Murcia,"avenida baliza, 69, Region de Murcia, España","Avenida Murcia, Murcia, Spain",Avenida,Murcia,69,,Murcia,Región de Murcia,Spain,30164,,37.971782,-0.9700269,
4452,,urbanizacion bungalowvenecia azulbajo 7,la manga del mar menor,murcia,7,,urbanizacion bungalowvenecia azulbajo,,urbanizacion bungalowvenecia azulbajo,Region de Murcia," urbanizacion bungalowvenecia azulbajo, 7, Region de Murcia, España","Residencial Venecia Azul, Polígono Veneciola A, San Javier, Spain",,,7,San Javier,Murcia,Region of Murcia,Spain,,,37.8054749,-0.8379313,
4453,calle,lope de vega 17 a,estrecho de san gines,murcia,17,a,lope de vega   a,,lope de vega,Region de Murcia,"calle lope de vega, 17, Region de Murcia, España","Calle Lope de Vega, 17, Aguilas, Región de Murcia, España",Calle,Lope de Vega,17,Águilas,Murcia,Región de Murcia,Spain,30880,,37.4087728,-1.5884632,a
4454,calle,del peral 16 b,la palma,murcia,16,b,del peral   b,,del peral,Region de Murcia,"calle del peral, 16, Region de Murcia, España","Calle del Peral, 16, La Palma, Región de Murcia, España",Calle,del Peral,16,La Palma,Murcia,Región de Murcia,Spain,30593,,37.691662,-0.9633129,b
4455,,pino carrasco  103 ndi,torre pacheco,murcia,103,ndi,pino carrasco    ndi,103 nd,pino carrasco,Region de Murcia," pino carrasco, 103, Region de Murcia, España","Pino Carrasco, 103, Torre-Pacheco, Región de Murcia, España",,Pino Carrasco,103,,Murcia,Región de Murcia,Spain,30700,,37.7379097,-0.914104,ndi
4456,,verdimer  36 g 14,la manga del mar menor,murcia,36,g 14,verdimer    g,,verdimer,Region de Murcia," verdimer, 36, Region de Murcia, España","Verdimed, Avenida Miguel Ángel Blanco, San Javier, Región de Murcia, España",Avenida,Miguel Ángel Blanco,36,San Javier,Murcia,Región de Murcia,Spain,30739,,37.8109343,-0.8406203999999999,g 14
4457,avenida,menor 64,mar de cristal,murcia,64,,menor,,menor,Region de Murcia,"avenida menor, 64, Region de Murcia, España","Camino Torre Menor, 64, Murcia, Región de Murcia, España",,Camino Torre Menor,64,,Murcia,Región de Murcia,Spain,30835,,37.9543235,-1.2668853,
4458,,urbanizacion hawai  55 nda 8,la manga del mar menor,murcia,55,nda 8,urbanizacion hawai    nda,55 nd,urbanizacion hawai,Region de Murcia," urbanizacion hawai, 55, Region de Murcia, España","Calle Region de Murcia, 55, Jaén, España",Calle,Region de Murcia,55,Jaén,Jaén,Andalucía,Spain,23008,,37.7819449,-3.7917236,nda 8
4459,calle,"nogal,  14",la palma,murcia,14,,nogal,,nogal,Region de Murcia,"calle nogal, 14, Region de Murcia, España","Calle Nogal, 14, Cartagena, Región de Murcia, España",Calle,Nogal,14,Cartagena,Murcia,Región de Murcia,Spain,30593,,37.6874089,-0.9554199,
4460,calle,mayor  26,canteras,murcia,26,,mayor,,mayor,Region de Murcia,"calle mayor, 26, Region de Murcia, España","Calle Mayor, 26, Cartagena, Región de Murcia, España",Calle,Mayor,26,Cartagena,Murcia,Región de Murcia,Spain,30201,,37.6006819,-0.9863425999999998,
4461,calle,adra 5,canteras,murcia,5,,adra,,adra,Region de Murcia,"calle adra, 5, Region de Murcia, España","Calle Adra, 5, Canteras, Región de Murcia, España",Calle,Adra,5,Canteras,Murcia,Región de Murcia,Spain,30394,,37.6108441,-1.0478592,
4462,avenida,avenidamarfagones 24,canteras,murcia,24,,avenidamarfagones,,avenidamarfagones,Region de Murcia,"avenida avenidamarfagones, 24, Region de Murcia, España","Avenida Murcia, Murcia, Spain",Avenida,Murcia,24,,Murcia,Región de Murcia,Spain,30164,,37.971782,-0.9700269,
4463,,urbanizacion  2 Âª puertacosta azul  6 ndi,la manga del mar menor,murcia,2,Âª puertacosta azul  6 ndi,urbanizacion    Âª puertacosta azul    ndi,6 nd,urbanizacion,Region de Murcia," urbanizacion, 2, Region de Murcia, España","Calle Region de Murcia, Jaén, España",Calle,Region de Murcia,2,Jaén,Jaén,Andalucía,Spain,,,37.7813887,-3.7919021,Âª puertacosta azul  6 ndi
4464,,"venecia azul, bloque  4   6 nddcha",la manga del mar menor,murcia,4,6 nddcha,venecia azul,6 nd,venecia azul,Region de Murcia," venecia azul, 4, Region de Murcia, España","Residencial Venecia Azul, Polígono Veneciola A, San Javier, Región de Murcia, España",,Polígono Veneciola A,1,San Javier,Murcia,Región de Murcia,Spain,,,37.7473945,-0.7324735,6 nddcha
4465,avenida,javier 101,la aparecida,murcia,101,,javier,,javier,Region de Murcia,"avenida javier, 101, Region de Murcia, España","Avenida de San Javier, 101, La Aparecida, Región de Murcia, España",Avenida,de San Javier,101,La Aparecida,Murcia,Región de Murcia,Spain,30395,,37.6702013,-0.9517705,
4466,,urbanizacion cabo romano 43 dcha,la manga del mar menor,murcia,43,dcha,urbanizacion cabo romano   dcha,,urbanizacion cabo romano,Region de Murcia," urbanizacion cabo romano, 43, Region de Murcia, España","Urbanización Cabo Romano, 43, San Javier, Región de Murcia, España",,Urbanización Cabo Romano,43,San Javier,Murcia,Región de Murcia,Spain,,Urbanización Cabo Romano,37.6898271,-0.7411732999999999,43 dcha
4467,,pasajelos sanchezsn,pozo estrecho,murcia,,,pasajelos sanchezsn,,pasajelos sanchezsn,Region de Murcia," pasajelos sanchezsn, , Region de Murcia, España","Pasaje los Sanchez, Cartagena, Región de Murcia, España",,Pasaje los Sanchez,,,Murcia,Región de Murcia,Spain,30390,,37.682951,-1.0763292,
4468,calle,urbanizacion aldeas de taraygran via  314,la manga del mar menor,murcia,314,,urbanizacion aldeas de taraygran via,,urbanizacion aldeas de taraygran via,Region de Murcia,"calle urbanizacion aldeas de taraygran via, 314, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Región de Murcia, España",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,314 
4469,,gonzalez adalid 11 entresueloiz,murcia,murcia,11,entresueloiz,gonzalez adalid   entresueloiz,,gonzalez adalid,Region de Murcia," gonzalez adalid, 11, Region de Murcia, España","Calle González Adalid, 11, Murcia, Región de Murcia, España",Calle,González Adalid,11,Murcia,Murcia,Región de Murcia,Spain,30001,,37.9860683,-1.1298305,entresueloiz
4470,calle,magon 16,playa paraiso,murcia,16,,magon,,magon,Region de Murcia,"calle magon, 16, Region de Murcia, España","Calle Magón, 16, Cartagena, Región de Murcia, España",Calle,Magón,16,Cartagena,Murcia,Región de Murcia,Spain,30385,,37.6312619,-0.7296583999999999,
4471,,plaza de la constitucion  7,canteras,murcia,7,,plaza de la constitucion,,plaza de la constitucion,Region de Murcia," plaza de la constitucion, 7, Region de Murcia, España","Plaza de la Constitución, 7, Alhama de Murcia, Región de Murcia, España",,Plaza de la Constitución,7,Alhama de Murcia,Murcia,Región de Murcia,Spain,30840,,37.8514664,-1.4255389,
4472,,urbanizacion miraflores  17,la manga del mar menor,murcia,17,,urbanizacion miraflores,,urbanizacion miraflores,Region de Murcia," urbanizacion miraflores, 17, Region de Murcia, España","Urbanización Miraflores, 17, Murcia, Región de Murcia, España",,Urbanización Miraflores,17,,Murcia,Región de Murcia,Spain,30157,Urbanización Miraflores,37.9465366,-1.1018752,17 
4473,calle,refino 32,estrecho de san gines,murcia,32,,refino,,refino,Region de Murcia,"calle refino, 32, Region de Murcia, España","Calle del Refino, 32, Estrecho de San Gines, Región de Murcia, España",Calle,del Refino,32,Estrecho de San Gines,Murcia,Región de Murcia,Spain,30381,,37.6312759,-0.8308584,
4474,avenida,ballester  272,los narejos,murcia,272,,ballester,,ballester,Region de Murcia,"avenida ballester, 272, Region de Murcia, España","Calle José Ballester, 272, Murcia, Región de Murcia, España",Calle,José Ballester,272,Murcia,Murcia,Región de Murcia,Spain,30008,,37.9939841,-1.1328219,
4475,,vivienda playa,la manga del mar menor,murcia,,,vivienda playa,,vivienda playa,Region de Murcia," vivienda playa, , Region de Murcia, España","Playa Grande, Avenida del Castellar, Puerto de Mazarrón, Región de Murcia, España",Avenida,del Castellar,19,Puerto de Mazarrón,Murcia,Región de Murcia,Spain,30860,,37.5600433,-1.2880162,
4476,,pizarra 7,canteras (canteras),murcia,7,,pizarra,,pizarra,Region de Murcia," pizarra, 7, Region de Murcia, España","Calle Pizarra, 7, Canteras, Región de Murcia, España",Calle,Pizarra,7,Canteras,Murcia,Región de Murcia,Spain,30394,,37.6136337,-1.0463539,
4477,calle,aguilas 26,canteras (canteras),murcia,26,,aguilas,,aguilas,Region de Murcia,"calle aguilas, 26, Region de Murcia, España","Calle Águilas, 26, Canteras, Región de Murcia, España",Calle,Águilas,26,Canteras,Murcia,Región de Murcia,Spain,30394,,37.6118204,-1.0409864,
4478,calle,manuel boadilla 11,la palma,murcia,11,,manuel boadilla,,manuel boadilla,Region de Murcia,"calle manuel boadilla, 11, Region de Murcia, España","Calle, 11, Calar de la Santa, Región de Murcia, España",,Calle,11,Calar de la Santa,Murcia,Región de Murcia,Spain,30441,,38.1798514,-2.173411,
4479,calle,"monte penas blancas,  68  bajo",loma de canteras,murcia,68,bajo,monte penas blancas,,monte penas blancas,Region de Murcia,"calle monte penas blancas, 68, Region de Murcia, España","Calle Monte Peñas Blancas, 68, Cartagena, Región de Murcia, España",Calle,Monte Peñas Blancas,68,Cartagena,Murcia,Región de Murcia,Spain,30394,,37.6119135,-1.0285292,bajo
4480,calle,loma negra 4,canteras,murcia,4,,loma negra,,loma negra,Region de Murcia,"calle loma negra, 4, Region de Murcia, España","Calle Loma Negra, 4, Cartagena, Región de Murcia, España",Calle,Loma Negra,4,Cartagena,Murcia,Región de Murcia,Spain,30394,,37.6161519,-1.0303306,
4481,calle,francisco de rioja 8,miranda,murcia,8,,francisco de rioja,,francisco de rioja,Region de Murcia,"calle francisco de rioja, 8, Region de Murcia, España","Calle Francisco de Rioja, 8, Cartagena, Región de Murcia, España",Calle,Francisco de Rioja,8,Cartagena,Murcia,Región de Murcia,Spain,30319,,37.6782504,-1.0221726,
4482,calle,"calamonte,  05  bajo",canteras,murcia,5,bajo,calamonte,,calamonte,Region de Murcia,"calle calamonte, 5, Region de Murcia, España","Calle Calamonte, 5, Canteras, Región de Murcia, España",Calle,Calamonte,5,Canteras,Murcia,Región de Murcia,Spain,30394,,37.612953,-1.0398187,bajo
4483,calle,casas del zinc 2,estrecho de san gines,murcia,2,,casas del zinc,,casas del zinc,Region de Murcia,"calle casas del zinc, 2, Region de Murcia, España","Casas del Zinc, 2, Estrecho de San Gines, Spain",,Casas del Zinc,2,Estrecho de San Gines,Murcia,Región de Murcia,Spain,30381,,37.6313012,-0.8293068,
4484,calle,bartolome ferro 24,la palma,murcia,24,,bartolome ferro,,bartolome ferro,Region de Murcia,"calle bartolome ferro, 24, Region de Murcia, España","Calle Bartolomé Ferro, 24, La Palma, Región de Murcia, España",Calle,Bartolomé Ferro,24,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6875535,-0.9580817999999999,
4485,calle,"mojacar,  01",canteras (canteras),murcia,1,,mojacar,,mojacar,Region de Murcia,"calle mojacar, 1, Region de Murcia, España","Calle Mojácar, 1, Canteras, Región de Murcia, España",Calle,Mojácar,1,Canteras,Murcia,Región de Murcia,Spain,30394,,37.6125555,-1.0468045,
4486,calle,neptuno 871,los narejos,murcia,871,,neptuno,,neptuno,Region de Murcia,"calle neptuno, 871, Region de Murcia, España","Calle Neptuno, 871, Los Alcázares, Región de Murcia, España",Calle,Neptuno,871,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.7671775,-0.8365848000000001,
4487,calle,antonio ingles ros  23,pozo estrecho,murcia,23,,antonio ingles ros,,antonio ingles ros,Region de Murcia,"calle antonio ingles ros, 23, Region de Murcia, España","Calle Antonio Inglés Ros, 23, Pozo Estrecho, Región de Murcia, España",Calle,Antonio Inglés Ros,23,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7134585,-0.9996441,
4488,calle,lo santiagocapa  17,urbanizacion lo santiago,murcia,17,,lo santiagocapa,,lo santiagocapa,Region de Murcia,"calle lo santiagocapa, 17, Region de Murcia, España","Urbanización Lo Santiago, Gea y Truyols, Región de Murcia, España",,,17,Gea y Truyols,Murcia,Región de Murcia,Spain,30590,Urbanización Lo Santiago,37.848332,-1.0384319,17 
4489,calle,"barriada los salazares,  29",la palma,murcia,29,,barriada los salazares,,barriada los salazares,Region de Murcia,"calle barriada los salazares, 29, Region de Murcia, España","Lugar los Salazares, 29, Cartagena, Región de Murcia, España",Calle,San Ambrosio,29,Cartagena,Murcia,Región de Murcia,Spain,30593,,37.6718734,-0.9755419,
4490,calle,vinos nuevos 96,los martinez del puerto,murcia,96,,vinos nuevos,,vinos nuevos,Region de Murcia,"calle vinos nuevos, 96, Region de Murcia, España","Calle Vinos Nuevos, 96, Murcia, Región de Murcia, España",Calle,Vinos Nuevos,96,Murcia,Murcia,Región de Murcia,Spain,30156,,37.8481976,-1.0397406,
4491,calle,merida  21 s,canteras,murcia,21,s,merida    s,,merida,Region de Murcia,"calle merida, 21, Region de Murcia, España","Calle Ciudad de Mérida, 21, Totana, Región de Murcia, España",Calle,Ciudad de Mérida,21,Totana,Murcia,Región de Murcia,Spain,30850,,37.7761803,-1.4985318,s
